,Credit Score,Current Loan Amount,Annual Income,Term,Home Ownership_Rent,Home Ownership_Home Mortgage,Purpose_small business,Number of Open Accounts,Tax Liens,Number of Credit Problems,Monthly Debt,Years of Credit History,Current Credit Balance,Purpose_debt consolidation,Purpose_educational expenses,Credit Default
0,0.3421334046724248,-0.36683089413163855,-0.20368593655359266,-0.5915167019106974,1,0,0,-0.4341227023397134,-0.11095342154390785,-0.3409788778582933,-0.9644041187562659,-0.826171449363225,-0.578660138778856,1,0,0
1,-0.923933221721153,-0.3694675315991603,-1.4462702276513784,-0.5915167019106974,1,0,0,-1.0452953217017178,-0.11095342154390785,-0.3409788778582933,-1.341312678626604,2.042545164478506,-0.7670161688734753,0,1,1
2,0.14431049429842824,-0.3656497136247561,-0.22930208872061114,-0.5915167019106974,0,1,0,-0.23039849588571198,-0.11095342154390785,-0.3409788778582933,0.03475993005684867,-0.6557526406201519,-0.45097734592512484,1,0,0
3,0.6586500612708193,-0.36511080863270123,-0.13972089776006705,-0.5915167019106974,0,1,0,0.9919467428382966,-0.11095342154390785,-0.3409788778582933,0.7751609497798935,-0.1871009165767008,-0.24110174400122497,1,0,0
4,-0.6469811471975578,-0.3475612504131748,1.341520544360441,1.6905693394114378,0,1,0,-0.026674289431710546,-0.11095342154390785,-0.3409788778582933,2.0367774551879263,0.7502025315102014,0.426483195413789,1,0,0
5,-1.7152248632171392,-0.36897479877394385,-0.5332553138945572,-0.5915167019106974,0,1,0,3.029188807378311,-0.11095342154390785,-0.3409788778582933,-0.6009116589035592,-0.11609307960042034,-0.48552821402880303,1,0,1
6,-1.4778373707683434,-0.35768673768716763,-0.12254300748336051,-0.5915167019106974,0,1,0,-0.8415711152477163,-0.11095342154390785,-0.3409788778582933,-0.8496964636055155,0.5229774531861038,0.00966104439830795,0,0,0
7,-0.8448040575715544,-0.35914839687917327,-0.14559754443367717,-0.5915167019106974,1,0,0,0.3807741234762923,-0.11095342154390785,-0.3409788778582933,-0.8984975274196505,-0.8687761515489933,-0.5340070272330989,1,0,1
8,0.3421334046724248,-0.36778672689887654,-0.20368593655359266,-0.5915167019106974,1,0,0,-0.6378469087937149,-0.11095342154390785,-0.3409788778582933,-0.6877809065177239,-1.3090247408019322,-0.1638703917694737,0,0,0
9,0.8960375537196151,-0.35966180380894425,1.0764938249304938,-0.5915167019106974,0,1,0,0.7882225363842952,3.5711291518158657,1.6647792271904904,0.004825256892508134,-0.22970561876246917,0.014682277825140075,1,0,0
10,0.5795208971212207,-0.3616768398661929,-0.5084428057170922,-0.5915167019106974,0,0,0,-0.23039849588571198,-0.11095342154390785,-0.3409788778582933,-1.221238583468801,-1.7918780322406394,-0.3070950976110186,1,0,0
11,-1.0426269679455509,-0.3610614406872863,0.32478532820186845,1.6905693394114378,0,1,0,-0.026674289431710546,-0.11095342154390785,-0.3409788778582933,1.4515839425438575,0.5513805879766159,0.09561977853860075,1,0,0
12,-0.7656748934219558,-0.36705210705037206,-0.35873899878807525,-0.5915167019106974,0,1,0,-0.026674289431710546,-0.11095342154390785,-0.3409788778582933,-0.28295008848569003,-0.6131479384343835,-0.27511462280917115,1,0,0
13,-0.09307699815036759,-0.3653175496782466,-0.12357267634497596,-0.5915167019106974,1,0,0,0.7882225363842952,-0.11095342154390785,-0.3409788778582933,0.9705329062866538,-0.513736966667591,-0.19328047326949044,1,0,1
14,-0.8843686396463537,-0.36277601309167573,0.19544887363309857,1.6905693394114378,0,1,0,0.3807741234762923,-0.11095342154390785,-0.3409788778582933,-0.09386692886219443,-0.45693069708656664,-0.14629607477556128,0,0,0
15,-0.4491582368235614,-0.3602413678732897,-0.2745572908823438,-0.5915167019106974,1,0,0,0.9919467428382966,-0.11095342154390785,-0.3409788778582933,0.44914971935144515,1.2472573903441648,0.6804141429992994,1,0,0
16,0.3421334046724248,-0.3544574425557493,-0.20368593655359266,-0.5915167019106974,1,0,0,2.0105677751083038,-0.11095342154390785,-0.3409788778582933,0.6637234690084408,-1.1244043646636028,0.6198604589352404,1,0,1
17,0.26300424052282617,2.76051988315993,-0.10511397845991852,-0.5915167019106974,0,1,0,-0.23039849588571198,-0.11095342154390785,-0.3409788778582933,0.2323958534415844,0.6507915597434084,0.01569847982818943,1,0,0
18,1.0542958820188124,-0.35742348742250657,1.1654471690241992,-0.5915167019106974,0,1,0,-0.026674289431710546,-0.11095342154390785,-0.3409788778582933,0.13043349330758414,0.849613503276994,1.3229526918685672,1,0,0
19,0.61908547919602,-0.3649826291844631,1.2811467896452327,1.6905693394114378,1,0,0,0.9919467428382966,-0.11095342154390785,-0.3409788778582933,-0.263832145960565,2.085149866664274,-0.5149382955288198,1,0,0
20,0.3421334046724248,-0.36112966523231627,-0.20368593655359266,1.6905693394114378,0,1,0,-0.23039849588571198,-0.11095342154390785,-0.3409788778582933,-0.4680922687290063,0.8780166380675061,0.5448408404748319,1,0,1
21,0.22343965844802685,-0.36372633276436583,-0.8071723449589403,-0.5915167019106974,0,1,0,0.9919467428382966,-0.11095342154390785,-0.3409788778582933,-0.9508203174884138,-0.982388690711042,-0.3338152326323753,0,0,0
22,0.4212625688220234,2.76051988315993,-0.4828266535500737,-0.5915167019106974,0,0,0,1.1956709492922981,-0.11095342154390785,-0.3409788778582933,-0.09906566761902669,-0.9255824211300175,-0.3953253421110688,1,0,0
23,1.133425046168411,-0.3636305427465965,1.5199295100413228,-0.5915167019106974,0,1,0,-0.6378469087937149,-0.11095342154390785,-0.3409788778582933,-0.9803357375272034,0.7928072336959694,-0.2844397706018594,0,0,0
24,0.06518133014882964,-0.3686116236706025,-0.4967648539938926,-0.5915167019106974,0,1,0,0.1770499170222909,-0.11095342154390785,-0.3409788778582933,-0.2276925265380698,0.6649931271386648,-0.7167440580167395,1,0,0
25,0.4608271508968227,-0.3641170733404466,-0.7791954885726083,-0.5915167019106974,0,1,0,-0.23039849588571198,-0.11095342154390785,-0.3409788778582933,-0.8820628048980518,-0.41432599490079824,-0.5738780117056825,0,0,0
26,-0.4491582368235614,-0.363655351672062,-0.6483522015234255,1.6905693394114378,0,1,0,-0.23039849588571198,-0.11095342154390785,-0.3409788778582933,-0.29804320100552556,-0.44272912969131056,-0.3166593517573655,1,0,1
27,0.3421334046724248,-0.35799409270821175,-0.20368593655359266,-0.5915167019106974,0,1,0,-0.23039849588571198,-0.11095342154390785,-0.3409788778582933,0.06066977321589973,-1.6924670604738465,0.278416585910656,1,0,0
28,0.6586500612708193,-0.36752967886558185,-0.8911280279926098,-0.5915167019106974,0,0,0,-0.6378469087937149,-0.11095342154390785,-0.3409788778582933,-0.5518590432140937,-1.1244043646636028,-0.6005981467270393,1,0,0
29,0.4608271508968227,-0.36921599666041344,-0.39769061840674746,-0.5915167019106974,1,0,0,-0.026674289431710546,-0.11095342154390785,-0.3409788778582933,0.4413516112161968,-0.5421401014581031,-0.7452574906905362,0,0,0
30,-0.923933221721153,-0.36786391022254683,-0.22523364102349644,-0.5915167019106974,1,0,0,-0.8415711152477163,3.5711291518158657,1.6647792271904904,-1.4420172793839514,-1.6782654930785905,-0.8679190501174352,0,0,1
31,0.3421334046724248,-0.36848137681190896,-0.20368593655359266,-0.5915167019106974,0,1,0,-1.0452953217017178,-0.11095342154390785,1.6647792271904904,-0.9932487337941738,0.2957523748620061,-0.7113043884710046,1,0,0
32,0.06518133014882964,-0.35903331103048636,0.22465630987843438,-0.5915167019106974,0,1,0,-0.026674289431710546,-0.11095342154390785,-0.3409788778582933,0.28320933225836414,-1.5078466843355176,0.6449666260694011,1,0,0
33,0.500391732971622,2.76051988315993,-0.7694513051992719,-0.5915167019106974,1,0,0,-0.026674289431710546,-0.11095342154390785,-0.3409788778582933,-0.27775134972885773,0.23894610528098198,0.04289682755686344,1,0,0
34,0.8169083895700164,-0.35338652393982434,0.5530704489844157,-0.5915167019106974,0,1,0,-0.4341227023397134,-0.11095342154390785,-0.3409788778582933,0.3293271760689728,1.0910401489963475,0.04851582686784225,1,0,0
35,0.3421334046724248,-0.35933859864107504,-0.20368593655359266,-0.5915167019106974,0,1,0,-0.6378469087937149,-0.11095342154390785,-0.3409788778582933,-0.8145630516843427,-0.826171449363225,-0.4856477672056324,0,0,0
36,0.9356021357944144,-0.3687949340643194,17.98694645023841,-0.5915167019106974,0,1,0,-0.8415711152477163,-0.11095342154390785,-0.3409788778582933,-0.9304446155866358,-0.41432599490079824,-0.7302535669984545,0,0,0
37,0.3421334046724248,-0.36516938526227244,-0.20368593655359266,-0.5915167019106974,0,1,0,-1.0452953217017178,-0.11095342154390785,1.6647792271904904,0.1802407646230415,0.3099539422572624,-0.8906341537150091,1,0,0
38,0.3421334046724248,-0.36132951490967674,-0.20368593655359266,-0.5915167019106974,1,0,0,-1.2490195281557193,-0.11095342154390785,-0.3409788778582933,0.12305463829788674,-0.5279385340628471,-0.4347778904647498,1,0,1
